Geneid,targetID,
miR166e-Probable-5p-star,MsG0480020794.01.T01,cds
miR166e-Probable-5p-star,MsG0480023605.01.T01,cds
miR166e-Probable-5p-star,MsG0580027394.01.T01,cds
miR166e-Probable-5p-star,MsG0680031801.01.T01,cds
miR166e-Probable-5p-star,MsG0680035610.01.T01,cds
miR166e-Probable-5p-star,MsG0780038308.01.T01,cds
miR166e-Probable-5p-star,MsG0780039119.01.T01,cds
miR166e-Probable-5p-star,MsG0780039578.01.T01,cds
miR166e-Probable-5p-star,MsG0780040965.01.T01,cds
miR166e-Probable-5p-star,MsG0880045790.01.T01,cds
miR166e-Probable-5p-star,MsG0880045931.01.T01,cds
miR166f-Known-3p-star,MsG0080048193.01.T01,cds
miR166f-Known-3p-star,MsG0080048902.01.T01,cds
miR166f-Known-3p-star,MsG0180000075.01.T01,cds
miR166f-Known-3p-star,MsG0180003988.01.T01,cds
miR166f-Known-3p-star,MsG0180004710.01.T01,cds
miR166f-Known-3p-star,MsG0280008248.01.T01,cds
miR166f-Known-3p-star,MsG0280011081.01.T01,cds
miR166f-Known-3p-star,MsG0380018028.01.T01,cds
miR166f-Known-3p-star,MsG0580029217.01.T01,cds
miR166f-Known-3p-star,MsG0580030002.01.T01,cds
miR166f-Known-3p-star,MsG0680033945.01.T01,cds
miR166f-Known-3p-star,MsG0780036004.01.T01,cds
miR166f-Known-3p-star,MsG0880042472.01.T01,cds
miR166f-Known-3p-star,MsG0880043812.01.T01,cds
miR166f-Known-3p-star,MsG0880043815.01.T01,cds
miR166f-Known-3p-star,MsG0880045832.01.T01,cds
miR166f-Known-3p-star,MsG0880046237.01.T01,cds
miR166f-Known-5p-mature,MsG0080048880.01.T01,cds
miR166f-Known-5p-mature,MsG0180001983.01.T01,cds
miR166f-Known-5p-mature,MsG0280007428.01.T01,cds
miR166f-Known-5p-mature,MsG0280007656.01.T01,cds
miR166f-Known-5p-mature,MsG0280010715.01.T02,cds
miR166f-Known-5p-mature,MsG0380017878.01.T01,cds
miR166f-Known-5p-mature,MsG0480020790.01.T01,cds
miR166f-Known-5p-mature,MsG0680033975.01.T01,cds
miR166f-Known-5p-mature,MsG0680035818.01.T01,cds
miR166f-Known-5p-mature,MsG0880041926.01.T01,cds
miR166f-Known-5p-mature,MsG0880042391.01.T01,cds
miR166g-Known-3p-mature,MsG0080048880.01.T01,cds
miR166g-Known-3p-mature,MsG0180001983.01.T01,cds
miR166g-Known-3p-mature,MsG0280007428.01.T01,cds
miR166g-Known-3p-mature,MsG0280007656.01.T01,cds
miR166g-Known-3p-mature,MsG0280010715.01.T02,cds
miR166g-Known-3p-mature,MsG0380017878.01.T01,cds
miR166g-Known-3p-mature,MsG0480020790.01.T01,cds
miR166g-Known-3p-mature,MsG0680033975.01.T01,cds
miR166g-Known-3p-mature,MsG0680035818.01.T01,cds
miR166g-Known-3p-mature,MsG0880041926.01.T01,cds
miR166g-Known-3p-mature,MsG0880042391.01.T01,cds
miR166g-Known-5p-star,MsG0180000447.01.T01,cds
miR166g-Known-5p-star,MsG0180001788.01.T01,cds
miR166g-Known-5p-star,MsG0180002074.01.T01,cds
miR166g-Known-5p-star,MsG0180002074.01.T02,cds
miR166g-Known-5p-star,MsG0180002074.01.T03,cds
miR166g-Known-5p-star,MsG0180002701.01.T01,cds
miR166g-Known-5p-star,MsG0180002734.01.T01,cds
miR166g-Known-5p-star,MsG0180003505.01.T01,cds
miR166g-Known-5p-star,MsG0180004176.01.T01,cds
miR166g-Known-5p-star,MsG0180004291.01.T01,cds
miR166g-Known-5p-star,MsG0180005669.01.T01,cds
miR166g-Known-5p-star,MsG0280007296.01.T01,cds
miR166g-Known-5p-star,MsG0280007556.01.T01,cds
miR166g-Known-5p-star,MsG0280007556.01.T02,cds
miR166g-Known-5p-star,MsG0280007556.01.T03,cds
miR166g-Known-5p-star,MsG0280007899.01.T01,cds
miR166g-Known-5p-star,MsG0280009123.01.T01,cds
miR166g-Known-5p-star,MsG0280011096.01.T01,cds
miR166g-Known-5p-star,MsG0380011990.01.T01,cds
miR166g-Known-5p-star,MsG0380012192.01.T01,cds
miR166g-Known-5p-star,MsG0380012604.01.T01,cds
miR166g-Known-5p-star,MsG0380013277.01.T01,cds
miR166g-Known-5p-star,MsG0380014878.01.T01,cds
miR166g-Known-5p-star,MsG0380015191.01.T01,cds
miR166g-Known-5p-star,MsG0480018315.01.T01,cds
miR166g-Known-5p-star,MsG0480021408.01.T01,cds
miR166g-Known-5p-star,MsG0480022044.01.T01,cds
miR166g-Known-5p-star,MsG0480022209.01.T01,cds
miR166g-Known-5p-star,MsG0480023605.01.T01,cds
miR166g-Known-5p-star,MsG0580024171.01.T01,cds
miR166g-Known-5p-star,MsG0580024567.01.T01,cds
miR166g-Known-5p-star,MsG0580024720.01.T01,cds
miR166g-Known-5p-star,MsG0580025014.01.T01,cds
miR166g-Known-5p-star,MsG0580025802.01.T01,cds
miR166g-Known-5p-star,MsG0580028617.01.T01,cds
miR166g-Known-5p-star,MsG0580029234.01.T01,cds
miR166g-Known-5p-star,MsG0680030927.01.T01,cds
miR166g-Known-5p-star,MsG0680031254.01.T01,cds
miR166g-Known-5p-star,MsG0680031670.01.T01,cds
miR166g-Known-5p-star,MsG0680031837.01.T01,cds
miR166g-Known-5p-star,MsG0680033689.01.T01,cds
miR166g-Known-5p-star,MsG0680035059.01.T01,cds
miR166g-Known-5p-star,MsG0680035610.01.T01,cds
miR166g-Known-5p-star,MsG0780035995.01.T01,cds
miR166g-Known-5p-star,MsG0780036360.01.T01,cds
miR166g-Known-5p-star,MsG0780036874.01.T01,cds
miR166g-Known-5p-star,MsG0780037764.01.T01,cds
miR166g-Known-5p-star,MsG0780039090.01.T01,cds
miR166g-Known-5p-star,MsG0780041412.01.T01,cds
miR166g-Known-5p-star,MsG0880043127.01.T01,cds
miR166g-Known-5p-star,MsG0880043590.01.T01,cds
miR166g-Known-5p-star,MsG0880045902.01.T01,cds
miR166g-Known-5p-star,MsG0880045920.01.T01,cds
miR166h-Known-3p-mature,MsG0080048880.01.T01,cds
miR166h-Known-3p-mature,MsG0180001983.01.T01,cds
miR166h-Known-3p-mature,MsG0280007428.01.T01,cds
miR166h-Known-3p-mature,MsG0280007656.01.T01,cds
miR166h-Known-3p-mature,MsG0280010715.01.T02,cds
miR166h-Known-3p-mature,MsG0380017878.01.T01,cds
miR166h-Known-3p-mature,MsG0480020790.01.T01,cds
miR166h-Known-3p-mature,MsG0680033975.01.T01,cds
miR166h-Known-3p-mature,MsG0680035818.01.T01,cds
miR166h-Known-3p-mature,MsG0880041926.01.T01,cds
miR166h-Known-3p-mature,MsG0880042391.01.T01,cds
miR166h-Known-5p-star,MsG0180002074.01.T01,cds
miR166h-Known-5p-star,MsG0180002074.01.T02,cds
miR166h-Known-5p-star,MsG0180002074.01.T03,cds
miR166h-Known-5p-star,MsG0180002701.01.T01,cds
miR166h-Known-5p-star,MsG0180002734.01.T01,cds
miR166h-Known-5p-star,MsG0180003505.01.T01,cds
miR166h-Known-5p-star,MsG0180005935.01.T01,cds
miR166h-Known-5p-star,MsG0280007296.01.T01,cds
miR166h-Known-5p-star,MsG0280007507.01.T01,cds
miR166h-Known-5p-star,MsG0280007556.01.T01,cds
miR166h-Known-5p-star,MsG0280007556.01.T02,cds
miR166h-Known-5p-star,MsG0280007556.01.T03,cds
miR166h-Known-5p-star,MsG0280007899.01.T01,cds
miR166h-Known-5p-star,MsG0280009123.01.T01,cds
miR166h-Known-5p-star,MsG0280010236.01.T01,cds
miR166h-Known-5p-star,MsG0280011096.01.T01,cds
miR166h-Known-5p-star,MsG0380011990.01.T01,cds
miR166h-Known-5p-star,MsG0380012192.01.T01,cds
miR166h-Known-5p-star,MsG0380013277.01.T01,cds
miR166h-Known-5p-star,MsG0380015191.01.T01,cds
miR166h-Known-5p-star,MsG0380015611.01.T01,cds
miR166h-Known-5p-star,MsG0380016398.01.T01,cds
miR166h-Known-5p-star,MsG0380017508.01.T01,cds
miR166h-Known-5p-star,MsG0480018315.01.T01,cds
miR166h-Known-5p-star,MsG0480018828.01.T01,cds
miR166h-Known-5p-star,MsG0480022209.01.T01,cds
miR166h-Known-5p-star,MsG0480022343.01.T01,cds
miR166h-Known-5p-star,MsG0480022347.01.T01,cds
miR166h-Known-5p-star,MsG0480022349.01.T01,cds
miR166h-Known-5p-star,MsG0480022531.01.T01,cds
miR166h-Known-5p-star,MsG0580024171.01.T01,cds
miR166h-Known-5p-star,MsG0580024567.01.T01,cds
miR166h-Known-5p-star,MsG0580024725.01.T01,cds
miR166h-Known-5p-star,MsG0580025014.01.T01,cds
miR166h-Known-5p-star,MsG0580029234.01.T01,cds
miR166h-Known-5p-star,MsG0680031254.01.T01,cds
miR166h-Known-5p-star,MsG0680033549.01.T01,cds
miR166h-Known-5p-star,MsG0680033689.01.T01,cds
miR166h-Known-5p-star,MsG0680034074.01.T01,cds
miR166h-Known-5p-star,MsG0680034092.01.T01,cds
miR166h-Known-5p-star,MsG0680034872.01.T01,cds
miR166h-Known-5p-star,MsG0680035610.01.T01,cds
miR166h-Known-5p-star,MsG0780035995.01.T01,cds
miR166h-Known-5p-star,MsG0780036360.01.T01,cds
miR166h-Known-5p-star,MsG0780036874.01.T01,cds
miR166h-Known-5p-star,MsG0780037764.01.T01,cds
miR166h-Known-5p-star,MsG0780041748.01.T01,cds
miR166h-Known-5p-star,MsG0880042473.01.T01,cds
miR166h-Known-5p-star,MsG0880043127.01.T01,cds
miR166h-Known-5p-star,MsG0880043193.01.T01,cds
miR166h-Known-5p-star,MsG0880043443.01.T01,cds
miR166h-Known-5p-star,MsG0880043590.01.T01,cds
miR166h-Known-5p-star,MsG0880044135.01.T01,cds
miR167a-Probable-3p-star,MsG0280010715.01.T01,cds
miR167a-Probable-3p-star,MsG0380016659.01.T01,cds
miR167a-Probable-3p-star,MsG0580024033.01.T01,cds
miR167a-Probable-3p-star,MsG0580029986.01.T01,cds
miR167a-Probable-3p-star,MsG0680033820.01.T01,cds
miR167a-Probable-3p-star,MsG0680033837.01.T01,cds
miR167a-Probable-3p-star,MsG0780036593.01.T01,cds
miR167a-Probable-3p-star,MsG0780036596.01.T01,cds
miR167a-Probable-3p-star,MsG0780037808.01.T01,cds
miR167a-Probable-3p-star,MsG0780039064.01.T01,cds
miR167a-Probable-3p-star,MsG0880044829.01.T01,cds
miR167a-Probable-3p-star,MsG0880045864.01.T02,cds
miR167a-Probable-5p-mature,MsG0180004166.01.T01,cds
miR167a-Probable-5p-mature,MsG0180004989.01.T01,cds
miR167a-Probable-5p-mature,MsG0180006042.01.T01,cds
miR167a-Probable-5p-mature,MsG0280007925.01.T01,cds
miR167a-Probable-5p-mature,MsG0280007927.01.T01,cds
miR167a-Probable-5p-mature,MsG0280011028.01.T01,cds
miR167a-Probable-5p-mature,MsG0280011028.01.T02,cds
miR167a-Probable-5p-mature,MsG0380012766.01.T01,cds
miR167a-Probable-5p-mature,MsG0380015668.01.T01,cds
miR167a-Probable-5p-mature,MsG0380017671.01.T01,cds
miR167a-Probable-5p-mature,MsG0480021764.01.T01,cds
miR167a-Probable-5p-mature,MsG0580027326.01.T01,cds
miR167a-Probable-5p-mature,MsG0580028774.01.T01,cds
miR167a-Probable-5p-mature,MsG0580029060.01.T01,cds
miR167a-Probable-5p-mature,MsG0680032673.01.T09,cds
miR167a-Probable-5p-mature,MsG0680032726.01.T01,cds
miR167a-Probable-5p-mature,MsG0680032742.01.T01,cds
miR167a-Probable-5p-mature,MsG0680032742.01.T02,cds
miR167a-Probable-5p-mature,MsG0680034970.01.T01,cds
miR167a-Probable-5p-mature,MsG0680035893.01.T01,cds
miR167a-Probable-5p-mature,MsG0780036612.01.T01,cds
miR167a-Probable-5p-mature,MsG0780041493.01.T01,cds
miR167a-Probable-5p-mature,MsG0880042370.01.T01,cds
miR167a-Probable-5p-mature,MsG0880045629.01.T01,cds
miR167a-Probable-5p-mature,MsG0880046843.01.T01,cds
miR167b-Probable-3p-star,MsG0180003898.01.T01,cds
miR167b-Probable-3p-star,MsG0280009218.01.T01,cds
miR167b-Probable-3p-star,MsG0380015861.01.T01,cds
miR167b-Probable-3p-star,MsG0380016035.01.T01,cds
miR167b-Probable-3p-star,MsG0480022083.01.T01,cds
miR167b-Probable-3p-star,MsG0580024224.01.T01,cds
miR167b-Probable-3p-star,MsG0580025400.01.T01,cds
miR167b-Probable-3p-star,MsG0880047012.01.T01,cds
miR167b-Probable-5p-mature,MsG0180004166.01.T01,cds
miR167b-Probable-5p-mature,MsG0180004989.01.T01,cds
miR167b-Probable-5p-mature,MsG0180006042.01.T01,cds
miR167b-Probable-5p-mature,MsG0280007925.01.T01,cds
miR167b-Probable-5p-mature,MsG0280007927.01.T01,cds
miR167b-Probable-5p-mature,MsG0280011028.01.T01,cds
miR167b-Probable-5p-mature,MsG0280011028.01.T02,cds
miR167b-Probable-5p-mature,MsG0380012766.01.T01,cds
miR167b-Probable-5p-mature,MsG0380015668.01.T01,cds
miR167b-Probable-5p-mature,MsG0380017671.01.T01,cds
miR167b-Probable-5p-mature,MsG0480021764.01.T01,cds
miR167b-Probable-5p-mature,MsG0580027326.01.T01,cds
miR167b-Probable-5p-mature,MsG0580028774.01.T01,cds
miR167b-Probable-5p-mature,MsG0580029060.01.T01,cds
miR167b-Probable-5p-mature,MsG0680032673.01.T09,cds
miR167b-Probable-5p-mature,MsG0680032726.01.T01,cds
miR167b-Probable-5p-mature,MsG0680032742.01.T01,cds
miR167b-Probable-5p-mature,MsG0680032742.01.T02,cds
miR167b-Probable-5p-mature,MsG0680034970.01.T01,cds
miR167b-Probable-5p-mature,MsG0680035893.01.T01,cds
miR167b-Probable-5p-mature,MsG0780036612.01.T01,cds
miR167b-Probable-5p-mature,MsG0780041493.01.T01,cds
miR167b-Probable-5p-mature,MsG0880042370.01.T01,cds
miR167b-Probable-5p-mature,MsG0880045629.01.T01,cds
miR167b-Probable-5p-mature,MsG0880046843.01.T01,cds
miR167c-Probable-3p-star,MsG0180003898.01.T01,cds
miR167c-Probable-3p-star,MsG0280009218.01.T01,cds
miR167c-Probable-3p-star,MsG0380015861.01.T01,cds
miR167c-Probable-3p-star,MsG0380016035.01.T01,cds
miR167c-Probable-3p-star,MsG0480022083.01.T01,cds
miR167c-Probable-3p-star,MsG0580024224.01.T01,cds
miR167c-Probable-3p-star,MsG0580025400.01.T01,cds
miR167c-Probable-3p-star,MsG0880047012.01.T01,cds
miR167c-Probable-5p-mature,MsG0180004166.01.T01,cds
miR167c-Probable-5p-mature,MsG0180004989.01.T01,cds
miR167c-Probable-5p-mature,MsG0180006042.01.T01,cds
miR167c-Probable-5p-mature,MsG0280007925.01.T01,cds
miR167c-Probable-5p-mature,MsG0280007927.01.T01,cds
miR167c-Probable-5p-mature,MsG0280011028.01.T01,cds
miR167c-Probable-5p-mature,MsG0280011028.01.T02,cds
miR167c-Probable-5p-mature,MsG0380012766.01.T01,cds
miR167c-Probable-5p-mature,MsG0380015668.01.T01,cds
miR167c-Probable-5p-mature,MsG0380017671.01.T01,cds
miR167c-Probable-5p-mature,MsG0480021764.01.T01,cds
miR167c-Probable-5p-mature,MsG0580027326.01.T01,cds
miR167c-Probable-5p-mature,MsG0580028774.01.T01,cds
miR167c-Probable-5p-mature,MsG0580029060.01.T01,cds
miR167c-Probable-5p-mature,MsG0680032673.01.T09,cds
miR167c-Probable-5p-mature,MsG0680032726.01.T01,cds
miR167c-Probable-5p-mature,MsG0680032742.01.T01,cds
miR167c-Probable-5p-mature,MsG0680032742.01.T02,cds
miR167c-Probable-5p-mature,MsG0680034970.01.T01,cds
miR167c-Probable-5p-mature,MsG0680035893.01.T01,cds
miR167c-Probable-5p-mature,MsG0780036612.01.T01,cds
miR167c-Probable-5p-mature,MsG0780041493.01.T01,cds
miR167c-Probable-5p-mature,MsG0880042370.01.T01,cds
miR167c-Probable-5p-mature,MsG0880045629.01.T01,cds
miR167c-Probable-5p-mature,MsG0880046843.01.T01,cds
miR167d-Known-3p-star,MsG0180000364.01.T01,cds
miR167d-Known-3p-star,MsG0180001741.01.T01,cds
miR167d-Known-3p-star,MsG0180001797.01.T01,cds
miR167d-Known-3p-star,MsG0180001800.01.T01,cds
miR167d-Known-3p-star,MsG0180001800.01.T02,cds
miR167d-Known-3p-star,MsG0180001800.01.T03,cds
miR167d-Known-3p-star,MsG0180001800.01.T04,cds
miR167d-Known-3p-star,MsG0180001800.01.T06,cds
miR167d-Known-3p-star,MsG0180001800.01.T07,cds
miR167d-Known-3p-star,MsG0180003023.01.T01,cds
miR167d-Known-3p-star,MsG0180003294.01.T01,cds
miR167d-Known-3p-star,MsG0180003488.01.T01,cds
miR167d-Known-3p-star,MsG0180004805.01.T01,cds
miR167d-Known-3p-star,MsG0180005682.01.T01,cds
miR167d-Known-3p-star,MsG0280006431.01.T01,cds
miR167d-Known-3p-star,MsG0280006475.01.T01,cds
miR167d-Known-3p-star,MsG0280008224.01.T01,cds
miR167d-Known-3p-star,MsG0280008239.01.T01,cds
miR167d-Known-3p-star,MsG0280008449.01.T01,cds
miR167d-Known-3p-star,MsG0380017930.01.T02,cds
miR167d-Known-3p-star,MsG0480020453.01.T02,cds
miR167d-Known-3p-star,MsG0480021093.01.T01,cds
miR167d-Known-3p-star,MsG0480023069.01.T01,cds
miR167d-Known-3p-star,MsG0480023071.01.T01,cds
miR167d-Known-3p-star,MsG0480023104.01.T01,cds
miR167d-Known-3p-star,MsG0580024233.01.T01,cds
miR167d-Known-3p-star,MsG0580028014.01.T01,cds
miR167d-Known-3p-star,MsG0580028014.01.T02,cds
miR167d-Known-3p-star,MsG0580028014.01.T03,cds
miR167d-Known-3p-star,MsG0580028014.01.T04,cds
miR167d-Known-3p-star,MsG0580028014.01.T05,cds
miR167d-Known-3p-star,MsG0580028396.01.T01,cds
miR167d-Known-3p-star,MsG0580028396.01.T02,cds
miR167d-Known-3p-star,MsG0580029015.01.T01,cds
miR167d-Known-3p-star,MsG0580029906.01.T01,cds
miR167d-Known-3p-star,MsG0680034751.01.T01,cds
miR167d-Known-3p-star,MsG0680034898.01.T01,cds
miR167d-Known-3p-star,MsG0680035362.01.T01,cds
miR167d-Known-3p-star,MsG0780036431.01.T01,cds
miR167d-Known-3p-star,MsG0780036444.01.T01,cds
miR167d-Known-3p-star,MsG0780036457.01.T01,cds
miR167d-Known-3p-star,MsG0780036774.01.T01,cds
miR167d-Known-3p-star,MsG0780038696.01.T01,cds
miR167d-Known-3p-star,MsG0780039317.01.T01,cds
miR167d-Known-3p-star,MsG0780040738.01.T01,cds
miR167d-Known-3p-star,MsG0880042158.01.T03,cds
miR167d-Known-3p-star,MsG0880042158.01.T04,cds
miR167d-Known-3p-star,MsG0880042158.01.T06,cds
miR167d-Known-3p-star,MsG0880042286.01.T01,cds
miR167d-Known-3p-star,MsG0880042687.01.T01,cds
miR167d-Known-3p-star,MsG0880043208.01.T01,cds
miR167d-Known-3p-star,MsG0880043213.01.T01,cds
miR167d-Known-3p-star,MsG0880043906.01.T01,cds
miR167d-Known-3p-star,MsG0880046440.01.T01,cds
miR167d-Known-3p-star,MsG0880046934.01.T01,cds
miR167d-Known-3p-star,MsG0880046934.01.T02,cds
miR167d-Known-5p-mature,MsG0180004166.01.T01,cds
miR167d-Known-5p-mature,MsG0180004471.01.T01,cds
miR167d-Known-5p-mature,MsG0180004989.01.T01,cds
miR167d-Known-5p-mature,MsG0180006042.01.T01,cds
miR167d-Known-5p-mature,MsG0280007925.01.T01,cds
miR167d-Known-5p-mature,MsG0280007927.01.T01,cds
miR167d-Known-5p-mature,MsG0280011028.01.T01,cds
miR167d-Known-5p-mature,MsG0280011028.01.T02,cds
miR167d-Known-5p-mature,MsG0380012766.01.T01,cds
miR167d-Known-5p-mature,MsG0380017671.01.T01,cds
miR167d-Known-5p-mature,MsG0480021764.01.T01,cds
miR167d-Known-5p-mature,MsG0480022587.01.T01,cds
miR167d-Known-5p-mature,MsG0580027326.01.T01,cds
miR167d-Known-5p-mature,MsG0580028774.01.T01,cds
miR167d-Known-5p-mature,MsG0580029060.01.T01,cds
miR167d-Known-5p-mature,MsG0680032673.01.T09,cds
miR167d-Known-5p-mature,MsG0680032742.01.T01,cds
miR167d-Known-5p-mature,MsG0680032742.01.T02,cds
miR167d-Known-5p-mature,MsG0680034970.01.T01,cds
miR167d-Known-5p-mature,MsG0680035893.01.T01,cds
miR167d-Known-5p-mature,MsG0780036612.01.T01,cds
miR167d-Known-5p-mature,MsG0780041493.01.T01,cds
miR167d-Known-5p-mature,MsG0880042370.01.T01,cds
miR167d-Known-5p-mature,MsG0880045629.01.T01,cds
miR167e-Known-3p-star,MsG0080047900.01.T01,cds
miR167e-Known-3p-star,MsG0180000304.01.T01,cds
miR167e-Known-3p-star,MsG0180000305.01.T01,cds
miR167e-Known-3p-star,MsG0180000306.01.T01,cds
miR167e-Known-3p-star,MsG0180000738.01.T01,cds
miR167e-Known-3p-star,MsG0180004156.01.T01,cds
miR167e-Known-3p-star,MsG0180005829.01.T01,cds
miR167e-Known-3p-star,MsG0180005971.01.T01,cds
miR167e-Known-3p-star,MsG0280006712.01.T01,cds
miR167e-Known-3p-star,MsG0280008167.01.T01,cds
miR167e-Known-3p-star,MsG0280010463.01.T01,cds
miR167e-Known-3p-star,MsG0280011136.01.T01,cds
miR167e-Known-3p-star,MsG0380014792.01.T01,cds
miR167e-Known-3p-star,MsG0380014792.01.T02,cds
miR167e-Known-3p-star,MsG0380015529.01.T01,cds
miR167e-Known-3p-star,MsG0380017495.01.T02,cds
miR167e-Known-3p-star,MsG0480019360.01.T03,cds
miR167e-Known-3p-star,MsG0480022247.01.T01,cds
miR167e-Known-3p-star,MsG0580025400.01.T01,cds
miR167e-Known-3p-star,MsG0580027748.01.T01,cds
miR167e-Known-3p-star,MsG0680031908.01.T01,cds
miR167e-Known-3p-star,MsG0780036662.01.T01,cds
miR167e-Known-3p-star,MsG0780037248.01.T01,cds
miR167e-Known-3p-star,MsG0780039900.01.T01,cds
miR167e-Known-3p-star,MsG0780041000.01.T01,cds
miR167e-Known-3p-star,MsG0880043594.01.T01,cds
miR167e-Known-3p-star,MsG0880044984.01.T01,cds
miR167e-Known-3p-star,MsG0880045036.01.T01,cds
miR167e-Known-3p-star,MsG0880045309.01.T01,cds
miR167e-Known-5p-mature,MsG0180004166.01.T01,cds
miR167e-Known-5p-mature,MsG0180004989.01.T01,cds
miR167e-Known-5p-mature,MsG0180006042.01.T01,cds
miR167e-Known-5p-mature,MsG0280007925.01.T01,cds
miR167e-Known-5p-mature,MsG0280007927.01.T01,cds
miR167e-Known-5p-mature,MsG0280011028.01.T01,cds
miR167e-Known-5p-mature,MsG0280011028.01.T02,cds
miR167e-Known-5p-mature,MsG0380012766.01.T01,cds
miR167e-Known-5p-mature,MsG0380015668.01.T01,cds
miR167e-Known-5p-mature,MsG0380017671.01.T01,cds
miR167e-Known-5p-mature,MsG0480021764.01.T01,cds
miR167e-Known-5p-mature,MsG0580027326.01.T01,cds
miR167e-Known-5p-mature,MsG0580028774.01.T01,cds
miR167e-Known-5p-mature,MsG0580029060.01.T01,cds
miR167e-Known-5p-mature,MsG0680032673.01.T09,cds
miR167e-Known-5p-mature,MsG0680032726.01.T01,cds
miR167e-Known-5p-mature,MsG0680032742.01.T01,cds
miR167e-Known-5p-mature,MsG0680032742.01.T02,cds
miR167e-Known-5p-mature,MsG0680034970.01.T01,cds
miR167e-Known-5p-mature,MsG0680035893.01.T01,cds
miR167e-Known-5p-mature,MsG0780036612.01.T01,cds
miR167e-Known-5p-mature,MsG0780041493.01.T01,cds
miR167e-Known-5p-mature,MsG0880042370.01.T01,cds
miR167e-Known-5p-mature,MsG0880045629.01.T01,cds
miR167e-Known-5p-mature,MsG0880046843.01.T01,cds
miR167f-Probable-3p-star,MsG0080048949.01.T01,cds
miR167f-Probable-3p-star,MsG0180000370.01.T01,cds
miR167f-Probable-3p-star,MsG0180000903.01.T01,cds
miR167f-Probable-3p-star,MsG0180001258.01.T01,cds
miR167f-Probable-3p-star,MsG0280006444.01.T01,cds
miR167f-Probable-3p-star,MsG0280009346.01.T01,cds
miR167f-Probable-3p-star,MsG0280009643.01.T01,cds
miR167f-Probable-3p-star,MsG0280009651.01.T01,cds
miR167f-Probable-3p-star,MsG0380012025.01.T02,cds
miR167f-Probable-3p-star,MsG0380013166.01.T01,cds
miR167f-Probable-3p-star,MsG0380013166.01.T03,cds
miR167f-Probable-3p-star,MsG0380013186.01.T01,cds
miR167f-Probable-3p-star,MsG0380013231.01.T01,cds
miR167f-Probable-3p-star,MsG0380013301.01.T01,cds
miR167f-Probable-3p-star,MsG0380013713.01.T01,cds
miR167f-Probable-3p-star,MsG0380013729.01.T01,cds
miR167f-Probable-3p-star,MsG0380014204.01.T01,cds
miR167f-Probable-3p-star,MsG0380014307.01.T01,cds
miR167f-Probable-3p-star,MsG0380015768.01.T03,cds
miR167f-Probable-3p-star,MsG0380015768.01.T04,cds
miR167f-Probable-3p-star,MsG0380015768.01.T05,cds
miR167f-Probable-3p-star,MsG0380016262.01.T01,cds
miR167f-Probable-3p-star,MsG0380016262.01.T02,cds
miR167f-Probable-3p-star,MsG0380016262.01.T03,cds
miR167f-Probable-3p-star,MsG0380016262.01.T04,cds
miR167f-Probable-3p-star,MsG0380016315.01.T01,cds
miR167f-Probable-3p-star,MsG0380016315.01.T02,cds
miR167f-Probable-3p-star,MsG0480018408.01.T01,cds
miR167f-Probable-3p-star,MsG0480020081.01.T01,cds
miR167f-Probable-3p-star,MsG0480021254.01.T01,cds
miR167f-Probable-3p-star,MsG0480023096.01.T01,cds
miR167f-Probable-3p-star,MsG0480023232.01.T01,cds
miR167f-Probable-3p-star,MsG0580024061.01.T01,cds
miR167f-Probable-3p-star,MsG0580024509.01.T01,cds
miR167f-Probable-3p-star,MsG0580027303.01.T01,cds
miR167f-Probable-3p-star,MsG0580027896.01.T01,cds
miR167f-Probable-3p-star,MsG0580028099.01.T01,cds
miR167f-Probable-3p-star,MsG0580028432.01.T01,cds
miR167f-Probable-3p-star,MsG0580028746.01.T02,cds
miR167f-Probable-3p-star,MsG0680031093.01.T01,cds
miR167f-Probable-3p-star,MsG0680031728.01.T01,cds
miR167f-Probable-3p-star,MsG0680031902.01.T01,cds
miR167f-Probable-3p-star,MsG0680032308.01.T01,cds
miR167f-Probable-3p-star,MsG0680032555.01.T01,cds
miR167f-Probable-3p-star,MsG0680032634.01.T01,cds
miR167f-Probable-3p-star,MsG0680033116.01.T01,cds
miR167f-Probable-3p-star,MsG0680034688.01.T01,cds
miR167f-Probable-3p-star,MsG0680034688.01.T02,cds
miR167f-Probable-3p-star,MsG0680034688.01.T03,cds
miR167f-Probable-3p-star,MsG0680034688.01.T04,cds
miR167f-Probable-3p-star,MsG0680035875.01.T01,cds
miR167f-Probable-3p-star,MsG0780035990.01.T01,cds
miR167f-Probable-3p-star,MsG0780036302.01.T01,cds
miR167f-Probable-3p-star,MsG0780037507.01.T01,cds
miR167f-Probable-3p-star,MsG0780038041.01.T01,cds
miR167f-Probable-3p-star,MsG0780038644.01.T01,cds
miR167f-Probable-3p-star,MsG0780039094.01.T01,cds
miR167f-Probable-3p-star,MsG0780039444.01.T01,cds
miR167f-Probable-3p-star,MsG0780039542.01.T01,cds
miR167f-Probable-3p-star,MsG0780040484.01.T01,cds
miR167f-Probable-3p-star,MsG0780040627.01.T01,cds
miR167f-Probable-3p-star,MsG0780041645.01.T01,cds
miR167f-Probable-3p-star,MsG0880042691.01.T01,cds
miR167f-Probable-3p-star,MsG0880042876.01.T01,cds
miR167f-Probable-3p-star,MsG0880046225.01.T01,cds
miR167f-Probable-3p-star,MsG0880046671.01.T01,cds
